"STATION","NAME","DATE","DAPR","MDPR","PRCP","SNOW","SNWD"
"USC00131233","CARROLL, IA US","2014-12-17",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2014-12-18",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2014-12-19",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2014-12-20",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2014-12-21",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2014-12-22",,,"0.01","0.0","0.0"
"USC00131233","CARROLL, IA US","2014-12-23",,,"0.40","0.0","0.0"
"USC00131233","CARROLL, IA US","2014-12-24",,,"0.20","0.0","0.0"
"USC00131233","CARROLL, IA US","2014-12-25",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2014-12-26",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2014-12-27",,,"0.05","0.5","0.0"
"USC00131233","CARROLL, IA US","2014-12-28",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2014-12-29",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2014-12-30",,,"0.02","0.2","0.0"
"USC00131233","CARROLL, IA US","2014-12-31",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-01-01",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-01-02",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-01-03",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-01-05",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-01-06",,,"0.45","6.0","6.0"
"USC00131233","CARROLL, IA US","2015-01-07",,,"0.00","0.0","6.0"
"USC00131233","CARROLL, IA US","2015-01-08",,,"0.00","0.0","6.0"
"USC00131233","CARROLL, IA US","2015-01-09",,,"0.00",,"6.0"
"USC00131233","CARROLL, IA US","2015-01-10",,,"0.00","0.0","6.0"
"USC00131233","CARROLL, IA US","2015-01-11",,,"0.00","0.0","5.0"
"USC00131233","CARROLL, IA US","2015-01-12",,,"0.00","0.0","5.0"
"USC00131233","CARROLL, IA US","2015-01-13",,,"0.00","0.0","4.0"
"USC00131233","CARROLL, IA US","2015-01-14",,,"0.00","0.0","4.0"
"USC00131233","CARROLL, IA US","2015-01-15",,,"0.00","0.0","4.0"
"USC00131233","CARROLL, IA US","2015-01-16",,,"0.00","0.0","3.0"
"USC00131233","CARROLL, IA US","2015-01-17",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-01-18",,,"0.01","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-01-19",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-01-20",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-01-21",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-01-22",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-01-23",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-01-24",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-01-26",,,"0.01","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-01-27",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-01-28",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-01-29",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-01-30",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-01-31",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-02-01",,,"0.75","7.0","7.0"
"USC00131233","CARROLL, IA US","2015-02-02",,,"0.30","3.0","10.0"
"USC00131233","CARROLL, IA US","2015-02-03",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-02-04",,,"0.02","0.0",
"USC00131233","CARROLL, IA US","2015-02-05",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-02-06",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-02-07",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-02-08",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-02-09",,,"0.00",,
"USC00131233","CARROLL, IA US","2015-02-10",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-02-12",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-02-13",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-02-14",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-02-16",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-02-17",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-02-20",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-02-21",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-02-22",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-02-23",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-02-24",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-02-25",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-02-26",,,"0.11","3.0",
"USC00131233","CARROLL, IA US","2015-02-27",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-02-28",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-03-01",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-03-02",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-03-03",,,"0.00",,
"USC00131233","CARROLL, IA US","2015-03-04",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-03-05",,,"0.00","0.0",
"USC00131233","CARROLL, IA US","2015-03-06",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-07",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-08",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-09",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-10",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-11",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-12",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-13",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-14",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-15",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-16",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-17",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-18",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-19",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-20",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-21",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-22",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-23",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-24",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-25",,,"0.14","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-26",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-27",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-28",,,"0.01","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-30",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-03-31",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-01",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-02",,,"0.83","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-03",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-04",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-05",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-06",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-07",,,"0.01","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-08",,,"0.17","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-09",,,"0.43","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-10",,,"0.63","2.0","1.0"
"USC00131233","CARROLL, IA US","2015-04-11",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-12",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-13",,,"0.38","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-14",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-15",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-16",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-17",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-18",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-19",,,"0.72","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-20",,,"0.44","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-21",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-22",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-23",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-24",,,"0.18","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-25",,,"0.40","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-26",,,"0.27","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-27",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-28",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-29",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-04-30",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-01",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-02",,,"0.18","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-03",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-04",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-05",,,"0.80","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-06",,,"0.01","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-07",,,"0.15","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-08",,,"0.04","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-09",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-10",,,"0.01","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-11",,,"0.39","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-12",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-13",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-14",,,"0.63","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-15",,,"0.38","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-16",,,"0.02","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-17",,,"1.09","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-18",,,"0.11","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-19",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-20",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-21",,,"0.03","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-22",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-23",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-24",,,"0.11","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-25",,,"0.30","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-26",,,"0.32","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-27",,,"0.88","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-28",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-29",,,"0.15","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-30",,,"0.34","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-05-31",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-01",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-02",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-03",,,"0.07","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-04",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-05",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-06",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-07",,,"0.67","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-08",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-09",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-10",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-11",,,"0.67","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-12",,,"2.25","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-13",,,"0.01","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-14",,,"0.02","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-15",,,"0.72","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-16",,,"0.18","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-17",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-18",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-19",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-20",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-21",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-22",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-23",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-24",,,"0.24","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-25",,,"2.51","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-26",,,"0.03","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-27",,,"0.34","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-28",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-29",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-06-30",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-01",,,"0.08","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-02",,,"0.19","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-03",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-04",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-05",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-06",,,"0.23","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-07",,,"0.08","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-08",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-09",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-10",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-11",,,"0.82","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-12",,,"0.10","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-13",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-14",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-15",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-16",,,"0.42","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-17",,,"0.46","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-18",,,"0.46","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-19",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-20",,,"0.07","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-21",,,"0.32","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-22",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-23",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-24",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-25",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-26",,,"0.68","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-27",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-28",,,"1.85","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-29",,,"0.91","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-30",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-07-31",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-01",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-02",,,"0.05","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-03",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-04",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-05",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-06",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-07",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-08",,,"0.06","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-09",,,"0.03","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-10",,,"0.37","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-11",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-12",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-13",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-14",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-15",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-16",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-17",,,"1.20","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-18",,,"0.21","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-19",,,"1.85","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-20",,,"0.03","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-21",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-22",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-23",,,"0.25","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-24",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-25",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-26",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-27",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-28",,,"2.36","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-29",,,"0.47","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-30",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-08-31",,,"0.00","0.0","0.0"
"USC00131233","CARROLL, IA US","2015-09-01",,,"0.00","0.0","0.0"
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-05",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-06",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-07",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-08",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-09",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-10",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-11",,,"0.00",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-13",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-15",,,"0.01","0.1",
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-16",,,"0.00","0.0","0.0"
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-17",,,"0.03","0.5",
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-18",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-19",,,"0.00",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-20",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-21",,,"0.01","0.4",
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-22",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-23",,,"0.00",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-24",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-26",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-27",,,"0.00",,"0.0"
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-28",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-29",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-30",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-01-31",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-02-01",,,"0.07","1.5","1.5"
"US1IACR0005","MANNING 3.3 E, IA US","2014-02-02",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-02-03",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-02-04",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-02-05",,,"0.16","2.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-02-06",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-02-07",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-02-08",,,"0.02","0.3",
"US1IACR0005","MANNING 3.3 E, IA US","2014-02-09",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-02-15",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-02-16",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-02-17",,,"0.09","1.4",
"US1IACR0005","MANNING 3.3 E, IA US","2014-02-18",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-02-19",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-02-20",,,"0.00",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-02-21",,,"0.63","2.9",
"US1IACR0005","MANNING 3.3 E, IA US","2014-02-25",,,"0.13","3.3",
"US1IACR0005","MANNING 3.3 E, IA US","2014-02-26",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-02-27",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-02-28",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-01",,,"0.19","2.5",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-02",,,"0.10","1.5",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-03",,,"0.00","0.0","6.0"
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-04",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-05",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-06",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-07",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-08",,,"0.03","0.4",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-09",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-10",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-11",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-12",,,"0.00",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-13",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-14",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-15",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-16",,,"0.01","0.3",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-17",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-18",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-19",,,"0.09","0.8",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-20",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-21",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-22",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-23",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-24",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-25",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-26",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-27",,,"0.02",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-28",,,"0.34",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-29",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-30",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-03-31",,,"0.03",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-01",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-02",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-03",,,"0.02",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-04",,,"0.18","1.3",
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-05",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-07",,,"0.00",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-08",,,"0.00",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-09",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-10",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-12",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-13",,,"0.33",,
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-14",,,"1.35","0.5",
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-15",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-16",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-17",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-18",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-19",,,"0.00","0.0",
"US1IACR0005","MANNING 3.3 E, IA US","2014-04-21",,,"0.30",,
